Dam Name,NID ID,Owner Names,Primary Owner Type,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),Congressional District,American Indian/Alaska Native/Native Hawaiian,State Regulated Dam,Federally Regulated Dam,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,Operational Status,Operational Status Date,EAP Prepared,EAP Last Revision Date,Inundation Maps Added to NID?,Website URL
Goschke Dam,ND00047,Pembina County WRB,Local Government,USDA NRCS,No,Flood Risk Reduction,48.79528,-97.89689,North Dakota,Pembina,N,0,"North Dakota, Congressional District 00",,Yes,No,33,,,33,25-50 feet,900,128150,1958,1950-1959,1985S,2708,2708,82,19.9,9.6,,Uncontrolled,200,Valve1,2/16/2023,6/11/2013,,Significant,Not Rated,,,,Yes,1/1/2013,No,https://damsafety.org/north-dakota
Otter Brook Dam,NH00495,MR JOHN BEALE,Private,,,Recreation,42.9377,-71.9008,New Hampshire,Hillsborough,PETERBOROUGH,,"New Hampshire, Congressional District 02",,Yes,No,10,,,10,Less than 25 feet,150,,1928,1920-1929,,70,70,59,18,8.58,,,,,2/14/2023,5/13/2022,6,Low,Fair,5/13/2022,Normal Operations,5/13/2022,Not Required,,No,https://damsafety.org/new-hampshire
Indian Lake Dam,NJ00167,Indian Lake Community Club,Private,,,Recreation,40.8901,-74.48446667,New Jersey,Morris,Denville,,"New Jersey, Congressional District 11",,Yes,No,19,,,19,Less than 25 feet,340,,1921,1920-1929,,670,670,500,88,7.4,1204,,,,7/26/2024,11/7/2022,4,Low,Satisfactory,11/7/2022,,,Not Required,,No,https://damsafety.org/new-jersey
Wolfeboro Sewage Lagoon Dam,NH00542,TOWN OF WOLFEBORO,Local Government,,,Other,43.603,-71.2258,New Hampshire,Carroll,WOLFEBORO,,"New Hampshire, Congressional District 01",,Yes,No,45,,,45,25-50 feet,1875,,1975,1970-1979,,314,314,273,14,0.02,306,,,,2/14/2023,5/25/2021,2,High,Fair,5/25/2021,Normal Operations,5/25/2021,Yes,1/18/2011,No,https://damsafety.org/new-hampshire
Upper Peverly Pond Dam,NH00537,US FISH AND WILDLIFE SERVICE,Federal,,No,Other,43.086666,-70.841667,New Hampshire,Rockingham,,,"New Hampshire, Congressional District 01",,Yes,Yes,11,8,11,11,Less than 25 feet,400,7300,1935,1930-1939,1998H;2000H,140,140,60,12,0.51,82,,10,Other Controlled;Valve,5/21/2021,9/10/2012,5,Low,Fair,9/10/2012,,,Not Required,,No,https://www.fws.gov/
George Williams Dam #1,NC03573,George W Williams,Private,,,Irrigation,35.3782,-79.5853,North Carolina,Moore,Garners Store,1.5,"North Carolina, Congressional District 09",,Yes,No,,17,21,21,Less than 25 feet,500,,1981,1980-1989,,74,74,48,6,0.17,,,,,1/27/2025,5/17/2022,,Low,Not Rated,5/17/2022,,,No,,No,https://damsafety.org/north-carolina
Robbins Raw Water Reservoir Dam,NC03571,Town of Robbins,Local Government,,,Water Supply,35.4314,-79.6012,North Carolina,Moore,Robbins,1,"North Carolina, Congressional District 09",,Yes,No,,21,25,25,25-50 feet,2055,,1980,1980-1989,,353,353,294,35,,,None,,,1/27/2025,5/17/2022,,Low,Fair,5/17/2022,,,No,,No,https://damsafety.org/north-carolina
Jones Dam,NC04786,George J Fowlkes,Private,,,Recreation,36.4587,-79.2896,North Carolina,Caswell,Blanch,8,"North Carolina, Congressional District 06",,Yes,No,,17,22,22,Less than 25 feet,230,,,Undetermined,,12,12,10.56,1.3,,,Controlled,,,1/27/2025,1/4/2024,,High,Poor,1/4/2024,,,No,,No,https://damsafety.org/north-carolina
,ND00450,ND Game and Fish Dept.,State,Ducks Unlimited,,Fish and Wildlife Pond,46.69747,-100.80284,North Dakota,Morton,,,"North Dakota, Congressional District 00",,Yes,No,8,,,8,Less than 25 feet,,,,Undetermined,,230,230,,,,,,,,2/16/2023,,,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/north-dakota
Eagle Lake Dam,NC04366,Eagle Lake Property Owners Association,Private,,,Recreation,35.1903,-82.6994,North Carolina,Transylvania,Brevard,3.5,"North Carolina, Congressional District 11",,Yes,No,,44,49,49,25-50 feet,700,,1989,1980-1989,,580,580,440,28,0.72,,,,,1/27/2025,10/17/2023,,High,Fair,10/17/2023,,,Yes,5/2/2005,No,https://damsafety.org/north-carolina
Lake Plaza Dam,NC05133,"RL 14 NC, LP",Private,,,Recreation,35.8638,-78.6233,North Carolina,Wake,,,"North Carolina, Congressional District 02",,Yes,No,,13,17,17,Less than 25 feet,300,,,Undetermined,,18.4,18.4,10.4,2,,,,,,1/27/2025,12/17/2024,,High,Fair,12/17/2024,,,Yes,5/1/2021,No,https://damsafety.org/north-carolina
Grassy Knob Acres Dam,NC04106,Robert B Strickland,Private,,,Recreation,35.3956,-82.1373,North Carolina,Polk,Cliffside,25,"North Carolina, Congressional District 11",,Yes,No,,45,53,53,51-100 feet,160,,,Undetermined,,75,75,50,2.5,,,,,,1/27/2025,2/10/2021,,Significant,Fair,2/10/2021,,,No,,No,https://damsafety.org/north-carolina
Whitman Dam,ND00207,Walsh County WRB,Local Government,USDA NRCS,No,Flood Risk Reduction,48.18205,-98.05716,North Dakota,Nelson,N,0,"North Dakota, Congressional District 00",,Yes,No,49,,,49,25-50 feet,1200,148274,1965,1960-1969,1974S,9364,9364,1355.5,143.4,84.7,,Uncontrolled,300,Valve1,2/16/2023,8/9/2017,,Significant,Not Rated,,,,Yes,10/1/2011,No,https://damsafety.org/north-dakota
Raintree Dam #7,NC03471,James L Spruill,Private,,,Recreation,35.0717,-80.7982,North Carolina,Mecklenburg,,,"North Carolina, Congressional District 14",,Yes,No,,28,30,30,25-50 feet,340,,,Undetermined,,72,72,67,3.3,0.08,,None,,,1/27/2025,6/4/2024,,High,Poor,6/4/2024,,,Yes,1/5/2016,No,https://damsafety.org/north-carolina
Legacy Golf Links Dam No. 2,NC03537,"Legacy Golf Links, LP",Private,USDA NRCS,,Recreation,35.0883,-79.421,North Carolina,Moore,Wagram,15,"North Carolina, Congressional District 09",,Yes,No,,31,35,35,25-50 feet,820,,,Undetermined,,210,210,186,15,0.53,,,,,1/27/2025,2/2/2022,,Low,Fair,2/2/2022,,,No,,No,https://damsafety.org/north-carolina
Burnside Drive Dam,NC05802,Elizabeth Scherrer,Private,,,Flood Risk Reduction,35.652,-78.7363,North Carolina,Wake,Apex,0,"North Carolina, Congressional District 13",,Yes,No,,10,19,19,Less than 25 feet,270,,,Undetermined,,12,12,,3,,,Controlled,,,1/27/2025,11/7/2024,,High,Fair,11/7/2024,,,No,,No,https://damsafety.org/north-carolina
Hideaway Bay Dam,NC03448,"Hideaway Bay Association, Inc.",Private,,,Recreation,35.2185,-80.7425,North Carolina,Mecklenburg,,,"North Carolina, Congressional District 12",,Yes,No,,13,18,18,Less than 25 feet,380,,,Undetermined,1994,42,42,30,5.8,0.19,,Uncontrolled,,,1/27/2025,1/31/2024,,High,Poor,1/31/2024,,,Yes,11/28/2010,No,https://damsafety.org/north-carolina
Sturtevant Dam,NC04343,"Rusty Shovel Development, LLC",Private,,,Recreation,35.1246,-82.7943,North Carolina,Transylvania,Brevard,12,"North Carolina, Congressional District 11",,Yes,No,,18,21,21,Less than 25 feet,386,,,Undetermined,,20,20,18,2.5,,,,,,1/27/2025,2/13/2024,,Significant,Poor,2/13/2024,,,Yes,10/21/2015,No,https://damsafety.org/north-carolina
Mangum Pond Dam,NC04965,Catherine M Phelps,Private,,,"Fire Protection, Stock, Or Small Fish Pond",36.2681,-78.805,North Carolina,Person,,,"North Carolina, Congressional District 04",,Yes,No,,21,25,25,25-50 feet,350,,,Undetermined,,70,70,0,7,,,None,,,1/27/2025,3/2/2021,,Low,Poor,3/2/2021,,,No,,No,https://damsafety.org/north-carolina
Brevard Music Camp Lower Dam,NC04338,Brevard Music Center,Private,,,Recreation,35.241,-82.749,North Carolina,Transylvania,Brevard,0.5,"North Carolina, Congressional District 11",,Yes,No,,20,23,23,Less than 25 feet,360,,,Undetermined,,21,21,18,2.3,,,,,,1/27/2025,1/13/2023,,High,Poor,1/13/2023,,,Yes,4/1/2023,No,https://damsafety.org/north-carolina
Sossamon Dam,NC04334,"Great Smokies Sky Camp, LLC",Private,,,Recreation,35.4295,-83.4602,North Carolina,Swain,Almond,10,"North Carolina, Congressional District 11",,Yes,No,,24,25,25,25-50 feet,150,,1957,1950-1959,,11,11,10,1,0.04,1,,,,1/27/2025,1/24/2023,,Significant,Poor,1/24/2023,,,No,,No,https://damsafety.org/north-carolina
Hilton Pond Dam,NC04391,"TLD Investments, LLC",Private,,,Recreation,35.0379,-80.6524,North Carolina,Union,,,"North Carolina, Congressional District 08",,Yes,No,,14,16,16,Less than 25 feet,410,,,Undetermined,,42,42,37,6.8,0.16,,Uncontrolled,,,1/27/2025,1/14/2025,,High,Satisfactory,1/14/2025,,,No,,No,https://damsafety.org/north-carolina
Buck Ash Basin Divider Dam,NC05969,Duke Energy Corporation,Public Utility,,,Tailings,35.7098,-80.3641,North Carolina,Rowan,,,"North Carolina, Congressional District 08",,Yes,No,,,10,10,Less than 25 feet,1400,,1977,1970-1979,,1177,1177,135,46,0.24,,,,,1/27/2025,11/13/2024,,High,Satisfactory,11/13/2024,,,Yes,8/29/2023,No,https://damsafety.org/north-carolina
Stackhouse Dam Upper,NC05618,"Siler Madison Properties, LLC",Private,,,Fish and Wildlife Pond,35.8756377,-82.7556792,North Carolina,Madison,,,"North Carolina, Congressional District 11",,Yes,No,,,38,38,25-50 feet,,,,Undetermined,,26,26,,,,,,,,3/17/2025,1/5/2024,,High,Poor,1/5/2024,,,No,,No,https://damsafety.org/north-carolina
Reservoir Pond Dam,NH00461,ALISON A KELSEY RESERVOIR POND TRUST,Private,,,Recreation,43.78049,-72.039034,New Hampshire,Grafton,DORCHESTER,,"New Hampshire, Congressional District 02",,Yes,No,11,,,11,Less than 25 feet,200,,1900,1900-1909,,2796,2796,2120,155,4.48,163,,,,2/14/2023,7/2/2018,6,Low,Poor,7/2/2018,Normal Operations,7/2/2018,Not Required,,No,https://damsafety.org/new-hampshire
Baker Brook Pond Dam,NH00459,PRESIDENTIAL MOUNTAIN RESORT LLC,Private,,,Recreation,44.2822,-71.728,New Hampshire,Grafton,BETHLEHEM,,"New Hampshire, Congressional District 02",,Yes,No,11,,,11,Less than 25 feet,100,,1928,1920-1929,1974,166,166,102,18,1.57,187,,,,2/14/2023,8/17/2022,4,Significant,Poor,8/17/2022,Normal Operations,8/17/2022,No,,No,https://damsafety.org/new-hampshire
Brookway Dam,NC04892,Brookglen Homeowners Association,Private,,,Recreation,36.1066,-79.8917,North Carolina,Guilford,Greensboro,2,"North Carolina, Congressional District 06",,Yes,No,,13,16,16,Less than 25 feet,230,,,Undetermined,,6,6,5,1,0.03,,Uncontrolled,,,1/27/2025,8/12/2024,,High,Fair,8/12/2024,,,Yes,6/1/2018,No,https://damsafety.org/north-carolina
Swan Buffalo Detention Dam 12,ND00199,Maple River WRB,Local Government,USDA NRCS,No,Flood Risk Reduction,46.98337,-97.39113,North Dakota,Cass,Absaraka,1,"North Dakota, Congressional District 00",,Yes,No,28,,,28,25-50 feet,1700,43472,1960,1960-1969,2010,1615.5,1615.5,87.8,29.8,13.7,,Uncontrolled,120,None,2/16/2023,8/18/2021,,Significant,Not Rated,,,,Yes,4/30/2018,No,https://damsafety.org/north-dakota
Bright'S Creek Wet Weather Detention Pond Dam,NC05754,"Aqua North Carolina, Inc.",Private,,,Other,35.346,-82.264,North Carolina,Polk,,,"North Carolina, Congressional District 11",,Yes,No,,,30,30,25-50 feet,,,2007,Since 2000,,23,,23,2.3,0,,,,,1/27/2025,4/5/2023,,Low,Fair,4/5/2023,,,Yes,12/22/2006,No,https://damsafety.org/north-carolina
Possom Track Farm Dam,NC04453,Han Wang,Private,,,Recreation,35.9491,-78.6207,North Carolina,Wake,Smithfield,29,"North Carolina, Congressional District 02",,Yes,No,,22,25,25,25-50 feet,325,,,Undetermined,,71,71,35,6.3,0.13,,,,,1/27/2025,1/5/2023,,Low,Fair,1/5/2023,,,No,,No,https://damsafety.org/north-carolina
Lakeview Dam At Faires Farm,NC05337,"Lakeview at Faires Farm HOA, Inc.",Private,,,Recreation,35.2976,-80.7214,North Carolina,Mecklenburg,Charlotte,5,"North Carolina, Congressional District 12",,Yes,No,,9,12,12,Less than 25 feet,300,,,Undetermined,,10.7,10.7,,2.3,0.04,,Controlled,,,1/27/2025,1/24/2024,,High,Fair,1/24/2024,,,No,,No,https://damsafety.org/north-carolina
Forest Lake Dam,NH00297,FOREST LAKE IMPROVEMENT ASSOC,Private,,,Recreation,42.7988,-72.3697,New Hampshire,Cheshire,WINCHESTER,,"New Hampshire, Congressional District 02",,Yes,No,8,,,8,Less than 25 feet,75,,1915,1910-1919,,378,378,164,93,6.82,175,,,,2/14/2023,8/20/2019,6,Low,Poor,8/20/2019,Normal Operations,8/20/2019,Not Required,,No,https://damsafety.org/new-hampshire
Exeter River Dam,NH00293,BRENTWOOD DAM VENTURES LLC,Private,,,Recreation,42.969418,-71.085094,New Hampshire,Rockingham,BRENTWOOD,,"New Hampshire, Congressional District 01",,Yes,No,15,,,15,Less than 25 feet,130,,1927,1920-1929,,296,296,72,16.4,60.65,,,,,2/14/2023,5/26/2021,4,Significant,Poor,5/26/2021,Normal Operations,5/26/2021,No,,No,https://damsafety.org/new-hampshire
Todd Lake Dam,NH00288,LAKE TODD VILLAGE DISTRICT,Local Government,,,Recreation,43.27,-71.9677,New Hampshire,Merrimack,BRADFORD,,"New Hampshire, Congressional District 02",,Yes,No,17,,,17,Less than 25 feet,211,,1858,Before 1900,2008,1347,1347,336,198,19.16,,,,,2/14/2023,11/1/2019,4,Significant,Poor,11/1/2019,Normal Operations,11/1/2019,Yes,1/1/2009,No,https://damsafety.org/new-hampshire
Waumbek Dam,NH00787,NH DES WATER DIVISION,State,,,Recreation,43.499739,-70.959443,New Hampshire,Strafford,MILTON,,"New Hampshire, Congressional District 01",,Yes,No,17,,,17,Less than 25 feet,120,,1880,Before 1900,,50,50,26,6,29,769,,,,2/14/2023,11/8/2018,6,Low,Satisfactory,11/8/2018,Normal Operations,11/8/2018,Not Required,,No,https://damsafety.org/new-hampshire
Harris Brook Reservoir Dam,NH00354,ENFIELD WATER DEPARTMENT,Local Government,,,Recreation,43.6625,-72.1508,New Hampshire,Grafton,CANAAN,,"New Hampshire, Congressional District 02",,Yes,No,22,,,22,Less than 25 feet,755,,1903,1900-1909,,208,208,132,21,1.55,919,,,,2/14/2023,11/3/2022,4,Significant,Poor,11/3/2022,Normal Operations,11/3/2022,Yes,5/9/2008,No,https://damsafety.org/new-hampshire
Wong Wildlife Pond Dam,NH00750,MR JOHN WONG,Private,,,Fish and Wildlife Pond,43.3138,-71.2852,New Hampshire,Belknap,BARNSTEAD,,"New Hampshire, Congressional District 01",,Yes,No,19,,,19,Less than 25 feet,550,,1976,1970-1979,,94,94,65,11.5,0.1,338,,,,2/14/2023,11/15/2021,6,Low,Poor,11/15/2021,Normal Operations,11/15/2021,Not Required,,No,https://damsafety.org/new-hampshire
Ragged Mountain Snow Pond Dam,NH00952,RAGGED MOUNTAIN RESORT,Private,,,Fish and Wildlife Pond,43.485527,-71.839534,New Hampshire,Merrimack,DANBURY,,"New Hampshire, Congressional District 02",,Yes,No,49,,,49,25-50 feet,250,,1988,1980-1989,1996,17,17,10,2.3,0.23,129,,,,2/14/2023,9/30/2022,6,Low,Fair,9/30/2022,Normal Operations,9/30/2022,Not Required,,No,https://damsafety.org/new-hampshire
Gonic Dam,NH00388,GOSPORT PROPERTIES LLC,Private,,,Recreation,43.2733,-70.9777,New Hampshire,Strafford,ROCHESTER,,"New Hampshire, Congressional District 01",,Yes,No,16,,,16,Less than 25 feet,130,,1935,1930-1939,,700,700,60,18,78,6300,,,,2/14/2023,6/1/2020,4,Significant,Fair,6/1/2020,Normal Operations,6/1/2020,No,,No,https://damsafety.org/new-hampshire
Marston Finn Conservation Dam,NH00915,MOECKEL POND VILLAGE DISTRICT,Private,,,Recreation,42.763579,-71.302105,New Hampshire,Rockingham,WINDHAM,,"New Hampshire, Congressional District 02",,Yes,No,14,,,14,Less than 25 feet,193,,1778,Before 1900,,263,263,168,40,12.12,1278,,,,2/14/2023,10/2/2019,6,Low,Not Rated,10/2/2019,Normal Operations,10/2/2019,Not Required,,No,https://damsafety.org/new-hampshire
North Oak Creek 6-A,NE01561,Lower Platte South Natural Resources District,Local Government,USDA NRCS,No,Flood Risk Reduction,41.19538772,-96.9757765,Nebraska,Butler,VALPARAISO                  ,14,"Nebraska, Congressional District 01",,Yes,No,34,32,34,34,25-50 feet,1037,72774,1976,1970-1979,,654,654,219,27,2.2,539,,,,1/30/2024,9/12/2019,5,Low,Satisfactory,9/12/2019,,,Not Required,,No,https://damsafety.org/nebraska
Cub Creek 14-C,NE01555,Lower Big Blue Natural Resources District,Local Government,USDA NRCS,No,Flood Risk Reduction,40.26620799,-97.12658796,Nebraska,Jefferson,BEATRICE                    ,26,"Nebraska, Congressional District 03",,Yes,No,28,26,28,28,25-50 feet,937,45577,1977,1970-1979,,684,684,114,25,1.6,830,,,,1/30/2024,5/4/2021,5,Low,Poor,5/4/2021,,,Not Required,,No,https://damsafety.org/nebraska
Lake Wicwas Dam,NH00124,TOWN OF MEREDITH,Local Government,,,Recreation,43.6175,-71.5391,New Hampshire,Belknap,MEREDITH,,"New Hampshire, Congressional District 01",,Yes,No,7,,,7,Less than 25 feet,190,,1937,1930-1939,,1567,1567,457,330,8.46,322,,,,2/14/2023,9/23/2020,6,Low,Poor,9/23/2020,Normal Operations,9/23/2020,Not Required,,No,https://damsafety.org/new-hampshire
North River Pond Dam,NH00372,NH DES WATER DIVISION,State,,,Recreation,43.1925,-71.1316,New Hampshire,Rockingham,NOTTINGHAM,,"New Hampshire, Congressional District 01",,Yes,No,8,,,8,Less than 25 feet,140,,1932,1930-1939,1973,402,402,140,84,1.24,1435,,,,2/14/2023,11/6/2018,6,Low,Fair,11/6/2018,Normal Operations,11/6/2018,Not Required,,No,https://damsafety.org/new-hampshire
Evas Marsh Dam,NH00710,NH FISH AND GAME DEPARTMENT,State,,,Recreation,42.9961,-71.98,New Hampshire,Hillsborough,HANCOCK,,"New Hampshire, Congressional District 02",,Yes,No,9,,,9,Less than 25 feet,170,,1962,1960-1969,1997,130,130,62,19.6,1.7,133,,,,2/14/2023,10/3/2019,6,Low,Poor,10/3/2019,Normal Operations,10/3/2019,Not Required,,No,https://damsafety.org/new-hampshire
Tannery Pond Dam,NH00257,TOWN OF WILMOT,Local Government,,,Recreation,43.417674,-71.90025,New Hampshire,Merrimack,WILMOT,,"New Hampshire, Congressional District 02",,Yes,No,12,,,12,Less than 25 feet,160,,1850,Before 1900,,96,96,48,16,14.85,1100,,,,2/14/2023,6/7/2022,6,Low,Satisfactory,6/7/2022,Normal Operations,6/7/2022,Not Required,,No,https://damsafety.org/new-hampshire
Indian Creek 3-18,NE01156,Lower Big Blue Natural Resources District,Local Government,USDA NRCS,No,Other,40.42660215,-96.74598797,Nebraska,Gage,PICKRELL                    ,4,"Nebraska, Congressional District 03",,Yes,No,20,14,18,20,Less than 25 feet,592,8953,1957,1950-1959,2000,59,59,5,2,0.4,1128,,,,1/30/2024,7/20/2021,3,Significant,Satisfactory,7/20/2021,,,Not Required,,No,https://damsafety.org/nebraska
Aowa Creek 31-20a,NE02668,Lewis & Clark Natural Resources District,Local Government,USDA NRCS,No,Flood Risk Reduction,42.58881,-96.82947,Nebraska,Dixon,PONCA,7,"Nebraska, Congressional District 03",,Yes,No,51,50,62,62,51-100 feet,1495,202870,2003,Since 2000,,4421,4421,942,108,11.9,10667,,,,1/30/2024,4/11/2022,3,Significant,Satisfactory,4/11/2022,,,Not Required,,No,https://damsafety.org/nebraska
Goldman Dam,NH00312,HELEN GOODWIN TRUST,Private,,,Recreation,42.8369,-71.6486,New Hampshire,Hillsborough,MILFORD,,"New Hampshire, Congressional District 02",,Yes,No,12,,,12,Less than 25 feet,180,,1930,1930-1939,,112,112,18,8,137.8,7364,,,,2/14/2023,9/1/2021,6,Low,Not Rated,9/1/2021,Normal Operations,9/1/2021,Not Required,,No,https://damsafety.org/new-hampshire
Swanzey Lake Dam,NH00205,TOWN OF SWANZEY,Local Government,,,Recreation,42.836468,-72.303687,New Hampshire,Cheshire,SWANZEY,,"New Hampshire, Congressional District 02",,Yes,No,12,,,12,Less than 25 feet,150,,1790,Before 1900,1989,641,641,348,111,1.63,545,,,,2/14/2023,6/2/2022,6,Low,Fair,6/2/2022,Normal Operations,6/2/2022,Not Required,,No,https://damsafety.org/new-hampshire
Stinson Lake Dam,NH00399,NH DES WATER DIVISION,State,,,Recreation,43.8608,-71.8072,New Hampshire,Grafton,RUMNEY,,"New Hampshire, Congressional District 02",,Yes,No,8,,,8,Less than 25 feet,158,,1780,Before 1900,2002,1890,1890,459,344,7.83,3023,,,,2/14/2023,9/18/2019,6,Low,Satisfactory,9/18/2019,Normal Operations,9/18/2019,Not Required,,No,https://damsafety.org/new-hampshire
Gracie Creek Dam,NE02661,BUREAU OF RECLAMATION,Federal,BUREAU OF RECLAMATION,No,Fish and Wildlife Pond,41.92535296,-99.32019734,Nebraska,Loup,NONE,0,"Nebraska, Congressional District 03",,Yes,Yes,16,16,20,20,Less than 25 feet,400,,1980,1980-1989,2003H,142,142,23,8,14.7,176,,,,11/21/2024,3/20/2018,6,Low,Not Available,,,,Not Required,,No,https://www.usbr.gov/ssle/damsafety/
Lake Toxaway Lower Dam,NC00167,"Lake Toxaway Community Association, Inc.",Private,,,Recreation,35.1246,-82.9328,North Carolina,Transylvania,"Seneca, SC",30.3,"North Carolina, Congressional District 11",,Yes,No,,49,60,60,51-100 feet,600,,1964,1960-1969,,21550,21550,15680,527,7.8,,None,,,1/27/2025,10/16/2023,,High,Fair,10/16/2023,,,Yes,6/28/2019,No,https://damsafety.org/north-carolina
Pearley Terrill Dam,NH00583,NH FISH AND GAME DEPARTMENT,State,,,Recreation,45.217429,-71.342992,New Hampshire,Coos,PITTSBURG,,"New Hampshire, Congressional District 02",,Yes,No,14,,,14,Less than 25 feet,330,,1965,1960-1969,1977,336,336,277,60,4.65,900,,,,2/14/2023,6/16/2022,6,Low,Not Rated,6/16/2022,Normal Operations,6/16/2022,Not Required,,No,https://damsafety.org/new-hampshire
Meetinghouse Pond Dam,NH00450,TOWN OF MARLBOROUGH,Local Government,,,Recreation,42.883104,-72.185543,New Hampshire,Cheshire,MARLBOROUGH,,"New Hampshire, Congressional District 02",,Yes,No,7,,,7,Less than 25 feet,210,,1840,Before 1900,2014,121,121,58,42,0.74,237,,,,2/14/2023,10/28/2021,6,Low,Satisfactory,10/28/2021,Normal Operations,10/28/2021,Not Required,,No,https://damsafety.org/new-hampshire
Buck Creek Dam,NE03152,Nemaha Natural Resources District,Local Government,USDA NRCS,No,Flood Risk Reduction,40.486116,-95.754218,Nebraska,Nemaha,NONE,0,"Nebraska, Congressional District 03",,Yes,No,53,53,63,63,51-100 feet,1029,144180,2012,Since 2000,,2521.6,2521.6,306.6,44.62,7.2,5400,,,,1/30/2024,9/26/2019,5,Low,Satisfactory,9/26/2019,,,Not Required,,No,https://damsafety.org/nebraska
Catamount Pond Dam,NH00446,NH DNCR,State,,,Recreation,43.1655,-71.3858,New Hampshire,Merrimack,ALLENSTOWN,,"New Hampshire, Congressional District 02",,Yes,No,14,,,14,Less than 25 feet,165,,1938,1930-1939,1991,95,95,57,16.3,16.75,1160,,,,2/14/2023,8/30/2018,6,Low,Fair,8/30/2018,Normal Operations,8/30/2018,Not Required,,No,https://damsafety.org/new-hampshire
Stamford 3-A,NE00496,Lower Republican Natural Resources District,Local Government,USDA NRCS,No,Flood Risk Reduction,40.14766522,-99.59833871,Nebraska,Harlan,STAMFORD                    ,1,"Nebraska, Congressional District 03",,Yes,No,34,32,35,35,25-50 feet,580,24000,1968,1960-1969,,200,200,43,8,0.9,241,,,,1/30/2024,4/26/2023,5,Low,Fair,4/26/2023,,,Not Required,,No,https://damsafety.org/nebraska
Hawkins Pond Dam,NH00334,NH DES WATER DIVISION,State,,,Recreation,43.6863,-71.5636,New Hampshire,Belknap,CENTER HARBOR,,"New Hampshire, Congressional District 02",,Yes,No,12,,,12,Less than 25 feet,100,,1873,Before 1900,2010,370,370,350,93,1.7,93,,,,2/14/2023,11/5/2020,4,Significant,Fair,11/5/2020,Normal Operations,11/5/2020,Yes,10/2/2020,No,https://damsafety.org/new-hampshire
Red Hill Pond Dam,NH00555,STEPHEN AND KRISTIN ALLISON,Private,,,Recreation,43.8072,-71.4277,New Hampshire,Carroll,SANDWICH,,"New Hampshire, Congressional District 02",,Yes,No,7,,,7,Less than 25 feet,115,,1870,Before 1900,1934,175,175,125,39,4.63,242,,,,2/14/2023,11/11/2021,6,Low,Poor,11/11/2021,Normal Operations,11/11/2021,Not Required,,No,https://damsafety.org/new-hampshire
Big Indian Creek 7-A,NE00129,Lower Big Blue Natural Resources District,Local Government,USDA NRCS,No,Flood Risk Reduction,40.09853365,-96.91663349,Nebraska,Jefferson,ODELL                       ,8,"Nebraska, Congressional District 03",,Yes,No,42,42,43,43,25-50 feet,1335,119342,1968,1960-1969,,2362,2362,259,43,7.1,2883,,,,1/30/2024,4/22/2021,5,Low,Satisfactory,4/22/2021,,,Not Required,,No,https://damsafety.org/nebraska
Whippoorwill Lake Dam,NC00222,City of Charlotte,Local Government,,,Recreation,35.1861,-80.9384,North Carolina,Mecklenburg,Pineville,8,"North Carolina, Congressional District 14",,Yes,No,,35,40,40,25-50 feet,400,,1953,1950-1959,,192,192,192,12,0.18,3,None,,,1/27/2025,10/20/2020,,Low,Unsatisfactory,10/20/2020,,,No,,No,https://damsafety.org/north-carolina
Briar Lake Dam,NC00233,The Apple Hill Lake Corporation,Private,,,Recreation,35.3158,-82.503,North Carolina,Henderson,Horse Shoe,5,"North Carolina, Congressional District 11",,Yes,No,,11,16,16,Less than 25 feet,142,,,Undetermined,,12,12,5,2,0.13,375,,,,1/27/2025,10/19/2022,,High,Satisfactory,10/19/2022,,,Yes,3/18/2009,No,https://damsafety.org/north-carolina
Dodson Lake Dam,NC00435,"North Carolina Railroad Holdings I, LLC",Private,,,Recreation,35.8757,-79.63,North Carolina,Randolph,Ramseur,8,"North Carolina, Congressional District 09",,Yes,No,,16,21,21,Less than 25 feet,600,,1948,1940-1949,2010,502,502,418,35,3.11,2100,None,,,1/27/2025,3/22/2022,,High,Fair,3/22/2022,,,Yes,8/1/2022,No,https://damsafety.org/north-carolina
Forest Lake Dam,NC00136,Paul R Wolfcale,Private,,,Recreation,35.364,-81.8757,North Carolina,Rutherford,Bostic,3,"North Carolina, Congressional District 10",,Yes,No,,34,38,38,25-50 feet,475,,1963,1960-1969,,200,200,160,10,,,,,,1/27/2025,1/10/2024,,Significant,Unsatisfactory,1/10/2024,,,No,,No,https://damsafety.org/north-carolina
